keyword,point,surface,type,rank_group,rank_absolute,title,domain,url,cid,rating_value,rating_votes,is_lmhg
therapy Louisville KY,st,maps,maps_search,10,10,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
therapy Louisville KY,st,maps,maps_search,11,11,Ellis & Badenhausen Physical Therapy St. Matthews,eandbortho.com,https://eandbortho.com/physical-therapy/?utm_source=GBP&utm_medium=PT_StMatthewsOffice,13946504399831691042,5,173,0
therapy Louisville KY,st,maps,maps_search,12,12,"Nicola E Foreman, LCSW",foremancounseling.com,http://www.foremancounseling.com/,13041276627030282739,5,1,0
therapy Louisville KY,st,maps,maps_search,13,13,Crimson Dove Counseling Services,crimsondovecounseling.com,http://www.crimsondovecounseling.com/,17548555043922604511,3.7,3,0
therapy Louisville KY,st,maps,maps_search,14,14,Steelsmith Psychology,steelsmithpsychology.com,https://www.steelsmithpsychology.com/,17085944561166501043,5,1,0
therapy Louisville KY,st,maps,maps_search,15,15,Louisville Expressive Therapies,louisvilleexpressivetherapies.com,http://louisvilleexpressivetherapies.com/,8014489888291011624,5,3,0
therapy Louisville KY,st,maps,maps_search,16,16,"Turning Leaf Counseling/ Rachel Murrell, LCSW",louisville-therapy.com,http://www.louisville-therapy.com/,6123479053591101813,4.5,8,0
therapy Louisville KY,st,maps,maps_search,17,17,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,17982171571561174484,4.4,13,0
therapy Louisville KY,st,maps,maps_search,18,18,The Jiu-Jitsu Therapist,,,15267635979848565481,5,8,0
therapy Louisville KY,st,maps,maps_search,19,19,"Courtney Campbell, PT, DPT",eandbortho.com,"https://www.eandbortho.com/physical-therapists.html?utm_source=GMBSocialClimb&utm_medium=CourtneyCampbell,PT,DPT",3835188483184588169,5,37,0
therapy Louisville KY,st,maps,maps_search,20,20,Cheryl Ades LCSW Inc,,,18197576725844627263,3.7,3,0
child therapy Louisville KY,unknown,maps,local_pack,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
child therapy Louisville KY,unknown,maps,local_pack,2,2,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
child therapy Louisville KY,unknown,maps,local_pack,3,3,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
child therapy Louisville KY,unknown,maps,local_pack,4,4,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
in home therapy Louisville KY,unknown,maps,local_pack,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
in home therapy Louisville KY,unknown,maps,local_pack,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
in home therapy Louisville KY,unknown,maps,local_pack,3,3,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
in home therapy Louisville KY,unknown,maps,local_pack,4,4,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
group therapy Louisville KY,downtown,maps,maps_search,1,1,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,17058234278314520731,4.8,48,0
group therapy Louisville KY,downtown,maps,maps_search,2,2,UofL Health – Frazier Rehabilitation Institute,uoflhealth.org,https://uoflhealth.org/locations/frazier-rehabilitation-institute/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute,2791559800093347928,3.6,97,0
group therapy Louisville KY,downtown,maps,maps_search,3,3,Woodhouse Spa - Downtown Louisville,louisville.woodhousespas.com,https://louisville.woodhousespas.com/?utm_source=google&utm_medium=yext,14689094529386319596,4.9,306,0
group therapy Louisville KY,downtown,maps,maps_search,4,4,Insight Global,insightglobal.com,https://insightglobal.com/locations/kentucky/staffing-agency-louisville-ky/?utm_source=gmb&utm_medium=Yext,13882037837409818652,4,33,0
group therapy Louisville KY,downtown,maps,maps_search,5,5,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1280,0
group therapy Louisville KY,downtown,maps,maps_search,6,6,Mokara Salon & Spa,omnihotels.com,https://www.omnihotels.com/hotels/louisville/spa?utm_source=gmblisting&utm_medium=organic,11614757389713447002,4.5,156,0
group therapy Louisville KY,downtown,maps,maps_search,7,7,UofL Physicians – Orthopedics,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-orthopedics/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Orthopedics,7525719101003985869,4.9,271,0
group therapy Louisville KY,downtown,maps,maps_search,8,8,Kindred Hospital Louisville at Jewish Hospital,kindredhospitals.com,https://www.kindredhospitals.com/locations/kentucky/louisville-at-jewish-hospital,14830547744719973422,4.1,47,0
group therapy Louisville KY,downtown,maps,maps_search,9,9,Bourbon & Blush Salon and Spa,bourbonandblushspa.com,http://www.bourbonandblushspa.com/,15725410674658255550,4.1,272,0
group therapy Louisville KY,downtown,maps,maps_search,10,10,KentuckyOne Health - Jewish Hospital Hand Care Center,weence.com,https://weence.com/medical/doctors/louisville/kentuckyone-health-jewish-hospital-hand-care-center/,11949708500402021101,3.7,3,0
group therapy Louisville KY,downtown,maps,maps_search,11,11,Bosley - Hair Restoration & Transplant - Louisville,bosley.com,https://www.bosley.com/locations/louisville/?utm_source=rioseo&utm_medium=directory_loc&utm_campaign=google&utm_term=Louisville&utm_content=location&ph=ODg4LTgwOC02NjUx&cid=RIOSEO_LISTING_GOOGLE_LOUISVILLE,13853817362764368508,4.5,11,0
group therapy Louisville KY,downtown,maps,maps_search,12,12,"Decamillis & Mattingly, PLLC",decamillismattingly.com,https://www.decamillismattingly.com/?utm_source=Google%20My%20Business&utm_medium=Organic&utm_campaign=Google%20My%20Business,9270649177971855500,4.8,96,0
group therapy Louisville KY,downtown,maps,maps_search,13,13,Dog Training Elite Louisville,dogtrainingelite.com,https://dogtrainingelite.com/louisville,169770150799124360,4.9,52,0
child therapy Louisville KY,st,maps,maps_search,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
child therapy Louisville KY,st,maps,maps_search,2,2,Child & Adolescent Psychological Evaluations,mattlowrylpp.com,http://mattlowrylpp.com/,14850049774580064878,5,2,0
child therapy Louisville KY,st,maps,maps_search,3,3,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
child therapy Louisville KY,st,maps,maps_search,4,4,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,8715087175106616123,4.7,12,0
child therapy Louisville KY,st,maps,maps_search,5,5,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
child therapy Louisville KY,st,maps,maps_search,6,6,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,12344539005794056131,5,2,0
child therapy Louisville KY,st,maps,maps_search,7,7,Kate LaJoie Psychological Services,psychologytoday.com,https://www.psychologytoday.com/us/therapists/kate-r-lajoie-louisville-ky/925848,9972492604015228462,4.4,7,0
child therapy Louisville KY,st,maps,maps_search,8,8,Chiropractic Louisville,chiropracticlouisville.com,http://www.chiropracticlouisville.com/,2394395037230204753,5,215,0
child therapy Louisville KY,st,maps,maps_search,9,9,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
child therapy Louisville KY,st,maps,maps_search,10,10,JWestTherapy,,,286311378364954940,,,0
in home therapy Louisville KY,unknown,maps,local_pack,1,1,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1300,0
therapy Louisville KY,unknown,maps,local_pack,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
therapy Louisville KY,unknown,maps,local_pack,2,2,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
therapy Louisville KY,unknown,maps,local_pack,3,3,Awaken Counseling,awakencounselingky.com,https://www.awakencounselingky.com/contact,15240253339951602091,5,2,0
therapy Louisville KY,unknown,maps,local_pack,4,4,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,14049404355145351635,5,4,0
therapy Louisville KY,unknown,maps,local_pack,5,5,Banta Counseling LLC,bantacounseling.com,http://www.bantacounseling.com/,14361954784997208910,4.7,13,0
therapy Louisville KY,unknown,maps,local_pack,6,6,Louisville Expressive Therapies,louisvilleexpressivetherapies.com,http://louisvilleexpressivetherapies.com/,8014489888291011624,5,3,0
therapy Louisville KY,unknown,maps,local_pack,7,7,"Enrich Counseling Center, PLLC.",enrichcounselingcenter.com,https://www.enrichcounselingcenter.com/,2949943677822999818,,,0
therapy Louisville KY,unknown,maps,local_pack,8,8,"Julie Ciriano, LCSW",myinnermoststrength.com,http://myinnermoststrength.com/,16584704834729980328,5,2,0
therapy Louisville KY,unknown,maps,local_pack,9,9,"Peace of Mind Psychiatry, PLLC",peaceofmindpsych.net,https://www.peaceofmindpsych.net/,11975158110609104231,4.5,25,0
therapy Louisville KY,unknown,maps,local_pack,10,10,"Chris Davis, MSSW, LMFT",mindivetherapy.com,http://mindivetherapy.com/,17205182146927484071,5,3,0
therapy Louisville KY,unknown,maps,local_pack,11,11,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
therapy Louisville KY,unknown,maps,local_pack,12,12,"Nicola E Foreman, LCSW",foremancounseling.com,http://www.foremancounseling.com/,13041276627030282739,5,1,0
therapy Louisville KY,unknown,maps,local_pack,13,13,Deeper Roots Counseling,deeperrootscounselingmft.com,https://deeperrootscounselingmft.com/contact-us,13712906799962113448,5,1,0
therapy Louisville KY,unknown,maps,local_pack,14,14,Mbodi - Mindful Bodywork & Massage,mbodilouisville.com,http://mbodilouisville.com/,9475838673788530051,5,95,0
therapy Louisville KY,unknown,maps,local_pack,15,15,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
therapy Louisville KY,unknown,maps,local_pack,16,16,Tranquility Counseling,psychologytoday.com,https://www.psychologytoday.com/us/therapists/kevin-snellen-saint-matthews-ky/416148,15692671222241308371,,,0
therapy Louisville KY,unknown,maps,local_pack,17,17,"InnerMost Solution, LLC - Colon Hydrotherapy",innermostsolution.com,http://www.innermostsolution.com/,7802928211531428407,4.8,52,0
therapy Louisville KY,unknown,maps,local_pack,18,18,The Jiu-Jitsu Therapist,,,15267635979848565481,5,8,0
therapy Louisville KY,unknown,maps,local_pack,19,19,"Michelle Stillwagon LMFT, AASECT Certified Sex Therapist",michellestillwagon.com,http://www.michellestillwagon.com/,11797980639873039572,4.8,5,0
therapy Louisville KY,unknown,maps,local_pack,20,20,Inner Piece Therapeutic Services,therapyden.com,https://www.therapyden.com/therapist/cassey-laforge-louisville-ky,9954895306375315748,,,0
group therapy Louisville KY,st,maps,maps_search,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
group therapy Louisville KY,st,maps,maps_search,2,2,"Turning Leaf Counseling/ Rachel Murrell, LCSW",louisville-therapy.com,http://www.louisville-therapy.com/,6123479053591101813,4.5,8,0
group therapy Louisville KY,st,maps,maps_search,3,3,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,17982171571561174484,4.4,13,0
group therapy Louisville KY,st,maps,maps_search,4,4,JWestTherapy,,,286311378364954940,,,0
group therapy Louisville KY,st,maps,maps_search,5,5,Ellis & Badenhausen Physical Therapy St. Matthews,eandbortho.com,https://eandbortho.com/physical-therapy/?utm_source=GBP&utm_medium=PT_StMatthewsOffice,13946504399831691042,5,173,0
group therapy Louisville KY,st,maps,maps_search,6,6,"Courtney Campbell, PT, DPT",eandbortho.com,"https://www.eandbortho.com/physical-therapists.html?utm_source=GMBSocialClimb&utm_medium=CourtneyCampbell,PT,DPT",3835188483184588169,5,37,0
group therapy Louisville KY,st,maps,maps_search,7,7,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
group therapy Louisville KY,st,maps,maps_search,8,8,BellaTox Boutique,bellatoxboutique.com,https://bellatoxboutique.com/,7457771371189909496,4.8,356,0
group therapy Louisville KY,st,maps,maps_search,9,9,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
group therapy Louisville KY,st,maps,maps_search,10,10,Holly's Pilates Village,pilatesvillage.com,https://www.pilatesvillage.com/,5447144409540355645,5,33,0
group therapy Louisville KY,st,maps,maps_search,11,11,"Michelle Stillwagon LMFT, AASECT Certified Sex Therapist",michellestillwagon.com,http://www.michellestillwagon.com/,11797980639873039572,4.8,5,0
child therapy Louisville KY,downtown,maps,maps_search,1,1,Metro Employee Wellness Center,louisvilleky.gov,http://louisvilleky.gov/government/human-resources/metro-employee-wellness-center-information,12799913625492589875,4.1,23,0
child therapy Louisville KY,downtown,maps,maps_search,2,2,Mokara Salon & Spa,omnihotels.com,https://www.omnihotels.com/hotels/louisville/spa?utm_source=gmblisting&utm_medium=organic,11614757389713447002,4.5,156,0
child therapy Louisville KY,downtown,maps,maps_search,3,3,"Dr Mark Chariker, Md",drchariker.com,http://www.drchariker.com/,13259440497449574614,4.5,47,0
child therapy Louisville KY,downtown,maps,maps_search,4,4,Mello CBD Oil,,,2192813169054760573,,,0
group therapy Louisville KY,unknown,maps,local_pack,1,1,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1300,0
group therapy Louisville KY,unknown,maps,local_pack,2,2,Bosley - Hair Restoration & Transplant - Louisville,bosley.com,https://www.bosley.com/locations/louisville/?utm_source=rioseo&utm_medium=directory_loc&utm_campaign=google&utm_term=Louisville&utm_content=location&ph=ODg4LTgwOC02NjUx&cid=RIOSEO_LISTING_GOOGLE_LOUISVILLE,13853817362764368508,4.5,11,0
group therapy Louisville KY,unknown,maps,local_pack,1,1,Olive Branch Family Counseling,,,15906099659231562543,4.9,9,0
group therapy Louisville KY,unknown,maps,local_pack,2,2,Robert Alexander Center - Kentucky Drug & Alcohol Rehab,,,7432225255366426190,4.8,523,0
group therapy Louisville KY,unknown,maps,local_pack,3,3,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
group therapy Louisville KY,unknown,maps,local_pack,4,4,Renew Counseling and EMDR,renewcounselingservices.org,https://renewcounselingservices.org/,13629655638732558043,3,4,0
group therapy Louisville KY,unknown,maps,local_pack,5,5,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
group therapy Louisville KY,unknown,maps,local_pack,6,6,"Michelle Stillwagon LMFT, AASECT Certified Sex Therapist",michellestillwagon.com,http://www.michellestillwagon.com/,11797980639873039572,4.8,5,0
case management Louisville KY,st,maps,maps_search,1,1,Home Instead,homeinstead.com,https://www.homeinstead.com/home-care/usa/ky/louisville/269/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,302489691383649574,4.4,54,0
