keyword,surface,type,rank_group,rank_absolute,title,domain,url,phone,cid,rating_value,rating_votes,is_lmhg
individual therapy Louisville KY,maps,maps_search,68,68,Wise Mind Behavioral Health,wisemindbehavioralhealth.com,http://www.wisemindbehavioralhealth.com/,,16578605271810021008,5,5,0
individual therapy Louisville KY,maps,maps_search,69,69,Hope Plus Counseling LLC,hopepluscounseling.com,https://www.hopepluscounseling.com/,+1502-709-8862,224545047941201454,5,1,0
individual therapy Louisville KY,maps,maps_search,70,70,Seven Counties Services - Child & Family Downtown,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=914_East_Broadway,+1502-589-8731,16543854831705774151,2.4,8,0
individual therapy Louisville KY,maps,maps_search,71,71,Life's Journey Counseling,lifesjourneyky.com,https://www.lifesjourneyky.com/,+1502-385-4151,16763775908145126302,4.5,32,0
individual therapy Louisville KY,maps,maps_search,72,72,Peaceful Solutions Counseling Inc,peacefulsc.com,http://www.peacefulsc.com/,+1502-333-0218,14023889017653095200,4,31,0
individual therapy Louisville KY,maps,maps_search,73,73,"Best Life Mental Health Services, LLC. - Dupont Circle",bestlifelouisville.com,http://bestlifelouisville.com/,+1502-333-9466,9971473340962041837,4.6,9,0
individual therapy Louisville KY,maps,maps_search,74,74,"Highlands Psychology, LLC",highlands-psychology.com,https://highlands-psychology.com/,,5804170091638936135,,,0
individual therapy Louisville KY,maps,maps_search,75,75,"Counseling Center of Kentucky, LLC",counselingcenter-ky.com,http://www.counselingcenter-ky.com/,+1502-821-0091,7443215960302130985,5,2,0
individual therapy Louisville KY,maps,maps_search,76,76,"Diane Taylor, Marriage and Family Therapy Associate",dianeptaylor.com,https://www.dianeptaylor.com/,+1502-727-3201,15322788841699697757,5,6,0
individual therapy Louisville KY,maps,maps_search,77,77,Awaken Counseling,awakencounselingky.com,https://www.awakencounselingky.com/contact,+1502-654-3642,15240253339951602091,5,2,0
individual therapy Louisville KY,maps,maps_search,78,78,Counseling Associates,counselingassociatesofky.com,https://counselingassociatesofky.com/,+1502-795-2800,11949722492663483625,5,1,0
individual therapy Louisville KY,maps,maps_search,79,79,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,+1502-758-0608,14049404355145351635,5,4,0
individual therapy Louisville KY,maps,maps_search,80,80,National Stem Cell Foundation,nationalstemcellfoundation.org,https://nationalstemcellfoundation.org/,+1502-379-8544,17640932233279782469,5,1,0
individual therapy Louisville KY,maps,maps_search,81,81,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,+1502-416-1416,2768315829466915400,4.4,19,1
individual therapy Louisville KY,maps,maps_search,82,82,Lecorgan Counseling & Wellness,lecorgancounseling.com,https://www.lecorgancounseling.com/,+1502-270-1515,8319828169183217857,,,0
individual therapy Louisville KY,maps,maps_search,83,83,Kentucky Counseling Center - Elizabethtown,,,+1855-591-0092,7304263110741567416,5,1,0
individual therapy Louisville KY,maps,maps_search,84,84,The Revolution in Counseling,revolutionincounseling.com,https://revolutionincounseling.com/,+1502-276-6249,15491503452985288657,5,19,0
individual therapy Louisville KY,maps,maps_search,85,85,Grace Psychological Services - Louisville,louisvillegracepsychological.com,https://louisvillegracepsychological.com/,+1502-203-0838,8040980529390876601,5,22,0
individual therapy Louisville KY,maps,maps_search,86,86,"Alyssa Clary-Sanchez, Counselor",lifestance.com,https://lifestance.com/provider/therapist/ky/louisville/alyssa-clary-sanchez/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1859-214-7440,10815576609113495213,5,1,0
individual therapy Louisville KY,maps,maps_search,87,87,"Gina Underwood, LCSW, LICSW",ginaunderwood.com,http://www.ginaunderwood.com/,+1502-771-1460,8657728581537384626,,,0
individual therapy Louisville KY,maps,maps_search,88,88,Community Supported Acupuncture,csacu.com,https://www.csacu.com/,+1502-712-0361,11281178884711390302,4.9,78,0
individual therapy Louisville KY,maps,maps_search,89,89,Sage Way Mental Health and Wellness,sagewaymentalhealth.com,https://www.sagewaymentalhealth.com/,,13890515623357948863,,,0
individual therapy Louisville KY,maps,maps_search,90,90,"The Intuitive Connection, LLC",intuitivesuzanne.com,http://www.intuitivesuzanne.com/,+1502-727-0445,3736451086187962785,4.7,69,0
individual therapy Louisville KY,maps,maps_search,91,91,"Matthew T. Harris, MSSW, MSCFT, LMFT",matthewharrismft.com,http://www.matthewharrismft.com/,+1502-627-0048,16926578642630535408,,,0
individual therapy Louisville KY,maps,maps_search,92,92,"Leavell Counseling, LLC",leavellcounselingllc.com,https://leavellcounselingllc.com/,+1502-317-6521,1428694451503324118,,,0
individual therapy Louisville KY,maps,maps_search,93,93,"Kingdom Counseling, LLC",kcmft.com,http://kcmft.com/,+1502-309-4747,10593967852354670390,4,4,0
individual therapy Louisville KY,maps,maps_search,94,94,NuYu Counseling,nuyucounseling.org,http://nuyucounseling.org/,+1812-914-6868,13981284052513680636,5,8,0
individual therapy Louisville KY,maps,maps_search,95,95,Massage is Healing for Everyone,letsbeginhealing.com,https://letsbeginhealing.com/,+1502-494-6509,17059755668465330696,4.9,77,0
individual therapy Louisville KY,maps,maps_search,96,96,Eternity Wellness,eternitywellnesscenter.com,http://eternitywellnesscenter.com/?utm_source=google&utm_medium=organic&utm_campaign=lanternsol_gbp&utm_content=gbp,+1502-444-8100,531394200029759512,5,251,0
individual therapy Louisville KY,maps,maps_search,97,97,Crimson Dove Counseling Services,crimsondovecounseling.com,http://www.crimsondovecounseling.com/,+1502-742-4014,17548555043922604511,3.7,3,0
individual therapy Louisville KY,maps,maps_search,98,98,Downtown Family YMCA,ymcalouisville.org,http://www.ymcalouisville.org/downtown,+1502-587-6700,10007404456920958262,4.6,606,0
individual therapy Louisville KY,maps,maps_search,99,99,"Strong Roots Center: Louisville's Relationship, Gender and Sex Therapy",strongrootscenter.com,http://www.strongrootscenter.com/,+1502-306-3246,14162613352598956458,5,1,0
individual therapy Louisville KY,maps,maps_search,100,100,Seven Counties Services - Child & Family West,sevencounties.org,http://www.sevencounties.org/?utm_source=Google_Business&utm_campaign=2225_West_Broadway,+1502-589-8910,16797012475118147361,2.9,8,0
family therapy Louisville KY,maps,maps_paid_item,1,1,Olive Branch Family Counseling,,,,,4.9,9,0
family therapy Louisville KY,maps,maps_search,1,2,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,+1855-591-0092,12572663660737329637,4.6,605,0
family therapy Louisville KY,maps,maps_search,2,3,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,+1502-694-0377,3659523051043987812,5,1,0
family therapy Louisville KY,maps,maps_search,3,4,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,+1502-689-9952,722961778310681613,4.6,67,0
family therapy Louisville KY,maps,maps_search,4,5,Old Louisville Counseling Center,oldlouisvillecc.com,https://oldlouisvillecc.com/,+1502-583-9526,17935466970581937034,3.3,4,0
family therapy Louisville KY,maps,maps_search,5,6,Family & Childrens Mental Health,,,+1502-561-1112,11781362370382299607,4.3,20,0
family therapy Louisville KY,maps,maps_search,6,7,Step By Step Family Services,stepbystepfamilyservices.org,https://stepbystepfamilyservices.org/,+1502-353-0090,17845233296459814959,5,1,0
family therapy Louisville KY,maps,maps_search,7,8,"Creative Family Counseling, LLC",creativefamilycounseling.org,http://www.creativefamilycounseling.org/,+1502-709-0410,11344345225727788109,3.9,14,0
family therapy Louisville KY,maps,maps_search,8,9,Family Health Centers West Market Counseling Center,fhclouisville.org,http://www.fhclouisville.org/,+1502-772-8370,11175044448394009256,4.9,19,0
family therapy Louisville KY,maps,maps_search,9,10,Revelation Counseling Center,rcclouisville.com,http://www.rcclouisville.com/,+1502-224-4478,17246625085606750563,4.8,45,0
family therapy Louisville KY,maps,maps_search,10,11,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,+1502-694-9488,4593127249481427181,4.3,20,0
family therapy Louisville KY,maps,maps_search,11,12,Olive Branch Family Counseling,olivebranchfamilycounseling.com,http://www.olivebranchfamilycounseling.com/,+1502-653-2228,15906099659231562543,4.9,9,0
family therapy Louisville KY,maps,maps_search,12,13,"Avenues Unlimited Counseling Center, Inc.",avenuesunlimited.com,https://www.avenuesunlimited.com/,+1502-459-9635,4664746409427207013,5,1,0
family therapy Louisville KY,maps,maps_search,13,14,Blue Moon Therapy,bluemoontherapygroup.com,https://www.bluemoontherapygroup.com/,+1502-836-0759,3281283209690975545,4.5,13,0
family therapy Louisville KY,maps,maps_search,14,15,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,+1502-694-0919,18341569579325599505,5,20,0
family therapy Louisville KY,maps,maps_search,15,16,Steere Family Therapy,louisvillefamilytherapy.com,http://louisvillefamilytherapy.com/,+1502-295-5008,2787614966230724216,5,1,0
family therapy Louisville KY,maps,maps_search,16,17,Flourishing Peaceful Families LLC,,,+1502-907-0001,17525399545865579387,,,0
family therapy Louisville KY,maps,maps_search,17,18,UofL Physicians – Psychiatry & Depression Center,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-psychiatry-depression-center/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Psychiatry%26DepressionCenter,+1502-588-4450,2155707026388250868,4.9,291,0
family therapy Louisville KY,maps,maps_search,18,19,"Diane Taylor, Marriage and Family Therapy Associate",dianeptaylor.com,https://www.dianeptaylor.com/,+1502-727-3201,15322788841699697757,5,6,0
family therapy Louisville KY,maps,maps_search,19,20,"Bridge The Gap Addiction and Mental Health Services, PLLC",btgamh.com,https://www.btgamh.com/,+1502-416-8783,7256918563430512254,3.9,8,0
family therapy Louisville KY,maps,maps_search,20,21,Family & Children's Place - Family Service Center,familyandchildrensplace.org,http://www.familyandchildrensplace.org/,+1502-893-3900,6529796427651654429,4.5,22,0
family therapy Louisville KY,maps,maps_search,21,22,"Khalil Mind Kare, LLC",khalilmindkare.com,https://khalilmindkare.com/,+1502-309-4382,5378364132056839637,5,17,0
family therapy Louisville KY,maps,maps_search,22,23,Center For Women & Families,thecenteronline.org,http://www.thecenteronline.org/,+1812-944-6743,17628045115008204729,3.5,77,0
family therapy Louisville KY,maps,maps_search,23,24,Marriage and Family Therapy With Libby Jurado Eldridge,libbymft.com,http://libbymft.com/contact-us/,+1502-314-8991,4412890096056660085,,,0
family therapy Louisville KY,maps,maps_search,24,25,Choose Hope,choosehopellc.org,https://www.choosehopellc.org/,+1502-882-1238,12705673583316920498,4.7,14,0
family therapy Louisville KY,maps,maps_search,25,26,"Michael RoBards, LCSW",michaelarobards.com,http://www.michaelarobards.com/,+1502-225-3025,14048279622754160023,5,50,0
family therapy Louisville KY,maps,maps_search,26,27,Family & Children's Place - Kosair Charities Child Advocacy Center,familyandchildrensplace.org,http://www.familyandchildrensplace.org/,+1502-893-3900,13308776929938551175,4.2,25,0
family therapy Louisville KY,maps,maps_search,27,28,"Jane M. Owens, LMFT, MSSW",,,+1502-436-9504,7947700405684538407,5,2,0
family therapy Louisville KY,maps,maps_search,28,29,Innovative Family Therapy,innovativefamilytherapy.com,https://www.innovativefamilytherapy.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1502-612-9129,9564661954811085184,4.5,16,0
family therapy Louisville KY,maps,maps_search,29,30,Louisville Addiction Center,louisvilleaddictioncenter.com,https://louisvilleaddictioncenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1502-586-4445,1773128703860624753,4.9,62,0
family therapy Louisville KY,maps,maps_search,30,31,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,+1502-289-6746,12344539005794056131,5,2,0
family therapy Louisville KY,maps,maps_search,31,32,Seven Counties Services - Adult Downtown Office,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=708_Magazine,+1502-589-8926,12628363037954538312,2.8,16,0
family therapy Louisville KY,maps,maps_search,32,33,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,+1502-701-2171,13494564945055058624,5,12,0
family therapy Louisville KY,maps,maps_search,33,34,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,+1502-414-1301,8715087175106616123,4.7,12,0
family therapy Louisville KY,maps,maps_search,34,35,"A New Promise, LLC - Miranda Filamini, LCSW",newpromisetherapy.com,http://newpromisetherapy.com/,+1502-230-8694,8100775877684782594,5,1,0
family therapy Louisville KY,maps,maps_search,35,36,Hope Plus Counseling LLC,hopepluscounseling.com,https://www.hopepluscounseling.com/,+1502-709-8862,224545047941201454,5,1,0
family therapy Louisville KY,maps,maps_search,36,37,"Kimberly Maugans, LCSW",kimberlymaugans.com,https://www.kimberlymaugans.com/,+1502-592-8525,11520884675438339728,4.3,16,0
family therapy Louisville KY,maps,maps_search,37,38,Counseling Unconditionally,counselingunconditionally.com,https://counselingunconditionally.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,+1502-717-1596,7015820082637248146,5,36,0
family therapy Louisville KY,maps,maps_search,38,39,Creative Family Counseling Prospect,creativefamilycounseling.org,https://www.creativefamilycounseling.org/,+1502-709-0410,17859692442174128128,4,4,0
family therapy Louisville KY,maps,maps_search,39,40,NAMI Louisville,namilouisville.org,http://www.namilouisville.org/,+1502-588-2008,8755108917821935103,4.8,6,0
family therapy Louisville KY,maps,maps_search,40,41,Seven Counties Services - JADAC - Addiction Recovery Services,sevencounties.org,http://sevencounties.org/,+1502-583-3951,14812907853502749361,4.3,6,0
family therapy Louisville KY,maps,maps_search,41,42,Seven Counties Services - Child & Family Downtown,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=914_East_Broadway,+1502-589-8731,16543854831705774151,2.4,8,0
family therapy Louisville KY,maps,maps_search,42,43,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,+1502-881-1742,17058234278314520731,4.8,48,0
family therapy Louisville KY,maps,maps_search,43,44,University of Louisville Counseling Center,louisville.edu,http://www.louisville.edu/counseling,+1502-852-6585,14125377288956595673,3.3,6,0
family therapy Louisville KY,maps,maps_search,44,45,Peaceful Solutions Counseling Inc,peacefulsc.com,http://www.peacefulsc.com/,+1502-333-0218,14023889017653095200,4,31,0
family therapy Louisville KY,maps,maps_search,45,46,Edward Chrisman,,,+1502-581-1258,11218727638105276234,5,1,0
family therapy Louisville KY,maps,maps_search,46,47,Downtown Family YMCA,ymcalouisville.org,http://www.ymcalouisville.org/downtown,+1502-587-6700,10007404456920958262,4.6,606,0
family therapy Louisville KY,maps,maps_search,47,48,Norton Children's Behavioral and Mental Health - Bingham Clinic,nortonchildrens.com,https://nortonchildrens.com/location/loc0000191768?utm_source=third-party&utm_medium=listings&utm_campaign=ncbmh-dtc&utm_content=location-page,+1502-588-0800,1483753383765710184,3.2,9,0
family therapy Louisville KY,maps,maps_search,48,49,Astrologer & Psychic Baba Spiritual Healing Center,,,+1502-264-9418,6739912760528603202,5,132,0
family therapy Louisville KY,maps,maps_search,49,50,Home of the Innocents,homeoftheinnocents.org,http://www.homeoftheinnocents.org/,+1502-596-1000,5455356961015939898,4.3,321,0
family therapy Louisville KY,maps,maps_search,50,51,Family Care Center,,,+1502-584-1369,13128168440448742186,,,0
family therapy Louisville KY,maps,maps_search,51,52,UofL Health – Frazier Rehabilitation Institute,uoflhealth.org,https://uoflhealth.org/locations/frazier-rehabilitation-institute/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute,+1502-582-7400,2791559800093347928,3.6,97,0
family therapy Louisville KY,maps,maps_search,52,53,JB Counseling,jbcounselingservices.com,https://www.jbcounselingservices.com/,+1502-251-1869,8315695959006429526,5,1,0
family therapy Louisville KY,maps,maps_search,53,54,Option to Success Family Services,optiontosuccess.org,https://optiontosuccess.org/,+1502-384-0091,5056378632107347690,5,1,0
family therapy Louisville KY,maps,maps_search,54,55,Safe Touch Family Counseling,safetouchcounseling.com,http://www.safetouchcounseling.com/,+1502-501-3592,861489592375487304,5,10,0
family therapy Louisville KY,maps,maps_search,55,56,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,+1502-804-5495,17887780695374312637,4.8,1280,0
family therapy Louisville KY,maps,maps_search,56,57,UofL Health – Chestnut Street Outpatient Center,uoflhealth.org,https://uoflhealth.org/locations/chestnut-street-outpatient-center/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93ChestnutStreetOutpatientCenter,+1502-588-4600,8230315325476942109,3.8,263,0
family therapy Louisville KY,maps,maps_search,57,58,Seven Counties Services - Child & Family West,sevencounties.org,http://www.sevencounties.org/?utm_source=Google_Business&utm_campaign=2225_West_Broadway,+1502-589-8910,16797012475118147361,2.9,8,0
family therapy Louisville KY,maps,maps_search,58,59,Brock Family Therapy Center Inc.,brockfamilytherapycenter.com,http://www.brockfamilytherapycenter.com/,+1502-785-4322,4031559923040254912,3.6,16,0
family therapy Louisville KY,maps,maps_search,59,60,Brock Family Therapy Center Inc.,brockfamilytherapycenter.com,http://www.brockfamilytherapycenter.com/,+1502-785-4322,3625272312540423104,4.7,13,0
family therapy Louisville KY,maps,maps_search,60,61,Just Solutions,just-solutions.org,http://www.just-solutions.org/,+1502-581-1961,6225191544061333846,1.8,5,0
family therapy Louisville KY,maps,maps_search,61,62,"LifeWell Counseling Services, PLLC",lifewellcounselingky.com,https://www.lifewellcounselingky.com/,+1502-805-7659,18397531084342750568,5,3,0
family therapy Louisville KY,maps,maps_search,62,63,HopeWell Heights Counseling,hopewellheights.org,https://hopewellheights.org/,+1502-313-7030,3486896704082775720,5,6,0
family therapy Louisville KY,maps,maps_search,63,64,Life's Journey Counseling,lifesjourneyky.com,https://www.lifesjourneyky.com/,+1502-385-4151,16763775908145126302,4.5,32,0
family therapy Louisville KY,maps,maps_search,64,65,Creating Changes Counseling: Hoffman Peggy,,,+1502-893-4020,7241847244827915764,,,0
family therapy Louisville KY,maps,maps_search,65,66,Core Counseling,thecorecounseling.com,http://www.thecorecounseling.com/,+1502-533-5288,3210137482875415687,5,47,0
family therapy Louisville KY,maps,maps_search,66,67,Kay & Jim Morrissey Aquatic Therapy Center at Home of the Innocents,homeoftheinnocents.org,https://www.homeoftheinnocents.org/finding-normalcy-in-the-pool/,+1502-596-1141,5966572957353614892,5,10,0
family therapy Louisville KY,maps,maps_search,67,68,Louisville Health & Healing,louisvillehealthandhealing.com,http://louisvillehealthandhealing.com/,+1502-472-7293,3518303045403584482,4.5,24,0
family therapy Louisville KY,maps,maps_search,68,69,"Caroline Kelly, LPCC-S",kellyfamilytherapy.com,http://www.kellyfamilytherapy.com/,+1502-309-9565,9254797803154763146,5,1,0
family therapy Louisville KY,maps,maps_search,69,70,"Anne Mason, MS.Ed.",uoflhealth.org,https://uoflhealth.org/provider/anne-mason/?utm_source=GMBSocialClimb&utm_medium=AnneMason%2CMSED,+1502-588-8700,13542316680414524558,,,0
family therapy Louisville KY,maps,maps_search,70,71,"Counseling Center of Kentucky, LLC",counselingcenter-ky.com,http://www.counselingcenter-ky.com/,+1502-821-0091,7443215960302130985,5,2,0
family therapy Louisville KY,maps,maps_search,71,72,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,+1502-653-7211,17982171571561174484,4.4,13,0
family therapy Louisville KY,maps,maps_search,72,73,Bingham Clinic,uoflphysicians.com,http://www.uoflphysicians.com/bingham-clinic,+1502-588-0800,4677714693687255601,3.9,18,0
family therapy Louisville KY,maps,maps_search,73,74,Sims Counseling & Consulting,simscounseling.org,https://www.simscounseling.org/,+1502-936-6546,7553792689910703399,4.8,18,0
family therapy Louisville KY,maps,maps_search,74,75,Lynn Family Sports Vision & Training Center,loucity.com,http://www.loucity.com/,+1502-308-5966,12608308846507275254,4.8,39,0
family therapy Louisville KY,maps,maps_search,75,76,"Woven Nest Counseling & Coaching, LLC",wovennest.net,http://www.wovennest.net/,,12222716861888012086,5,9,0
family therapy Louisville KY,maps,maps_search,76,77,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,+1502-758-0608,14049404355145351635,5,4,0
family therapy Louisville KY,maps,maps_search,77,78,LifeStance Therapists & Psychiatrists Louisville,lifestance.com,https://lifestance.com/location/louisville-ky-100-executive-park/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1502-313-6880,14167678494717924023,4.7,542,0
family therapy Louisville KY,maps,maps_search,78,79,Heartwood Therapy Place,heartwoodtherapyplace.com,http://www.heartwoodtherapyplace.com/,+1502-851-6384,1655653256682038578,4.6,13,0
family therapy Louisville KY,maps,maps_search,79,80,Choices Counseling,,,+1502-409-4357,9159028190160039845,4.7,20,0
family therapy Louisville KY,maps,maps_search,80,81,North Springs Counseling,northsprings.org,https://www.northsprings.org/,+1502-384-2844,17672739390437975866,3.6,5,0
family therapy Louisville KY,maps,maps_search,81,82,Blissful Relaxation Float Louisville & Spa,blissfulrelaxationfloat.com,http://www.blissfulrelaxationfloat.com/,+1502-434-7133,2530333323947914512,4.8,186,0
family therapy Louisville KY,maps,maps_search,82,83,"Kingdom Counseling, LLC",kcmft.com,http://kcmft.com/,+1502-309-4747,10593967852354670390,4,4,0
family therapy Louisville KY,maps,maps_search,83,84,Ladies Of Promise,,,+1502-384-5807,119418104316831204,4.3,23,0
family therapy Louisville KY,maps,maps_search,84,85,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,+1502-509-6002,14864696548445856057,5,6,0
family therapy Louisville KY,maps,maps_search,85,86,New Family Urgent Care / New Family Counseling,newfamilyurgentcare.com,http://www.newfamilyurgentcare.com/,+1502-305-6445ext.1,8474230956981844732,5,67,0
family therapy Louisville KY,maps,maps_search,86,87,Kentucky Counseling Center - Elizabethtown,,,+1855-591-0092,7304263110741567416,5,1,0
family therapy Louisville KY,maps,maps_search,87,88,Eichberger Marriage & Family Therapy LLC,rachelmftky.com,https://rachelmftky.com/,+1502-512-8962,843795904976061711,,,0
family therapy Louisville KY,maps,maps_search,88,89,Olive Tree Counseling,olivetreecounselinglouisville.com,http://olivetreecounselinglouisville.com/,+1502-805-3800,7329563762488975110,4.4,26,0
family therapy Louisville KY,maps,maps_search,89,90,Louisville Counseling Associates,,,+1502-495-1888,17820421987806657233,5,1,0
family therapy Louisville KY,maps,maps_search,90,91,Community Transitional Services (CTS),c-t-susa.com,http://www.c-t-susa.com/,+1502-855-6500,6885390696302583958,2.5,45,0
family therapy Louisville KY,maps,maps_search,91,92,"Best Life Mental Health Services, LLC. - Dupont Circle",bestlifelouisville.com,http://bestlifelouisville.com/,+1502-333-9466,9971473340962041837,4.6,9,0
family therapy Louisville KY,maps,maps_search,92,93,Select Psychology | Dr. Karen McCurry,select-psychology.com,http://www.select-psychology.com/,+1502-509-1714,14211767562344358113,4.9,27,0
family therapy Louisville KY,maps,maps_search,93,94,The Mindfulness Center,mindfulness-center.com,http://www.mindfulness-center.com/,+1502-509-9307,8926648442222605474,4.8,20,0
family therapy Louisville KY,maps,maps_search,94,95,CleanSlate Outpatient Addiction Medicine,cleanslatecenters.com,https://www.cleanslatecenters.com/louisville-kentucky/?utm_source=google&utm_medium=local&utm_campaign=KY_Louisville,+1502-238-9462,7591409483299368632,4.4,75,0
family therapy Louisville KY,maps,maps_search,95,96,Smoketown Family Wellness Center,smoketownwellness.org,http://smoketownwellness.org/,+1502-242-7458,2643994952220317477,5,13,0
family therapy Louisville KY,maps,maps_search,96,97,UofL Physicians-Psychiatry,uoflphysicians.com,http://www.uoflphysicians.com/psychiatry?tab=our-locations,+1502-588-4450,16819950719124493047,2.4,46,0
family therapy Louisville KY,maps,maps_search,97,98,Community Supported Acupuncture,csacu.com,https://www.csacu.com/,+1502-712-0361,11281178884711390302,4.9,78,0
family therapy Louisville KY,maps,maps_search,98,99,Beacon House Aftercare Program,beaconhouseky.org,http://www.beaconhouseky.org/,+1502-581-0765,7038532522312325578,4.1,34,0
family therapy Louisville KY,maps,maps_search,99,100,Kilgore Samaritan Counseling,kilgorecounseling.org,https://kilgorecounseling.org/,+1502-327-4622,3864333069984476562,5,5,0
family therapy Louisville KY,maps,maps_search,100,101,"Matthew T. Harris, MSSW, MSCFT, LMFT",matthewharrismft.com,http://www.matthewharrismft.com/,+1502-627-0048,16926578642630535408,,,0
case management Louisville KY,organic,organic,1,1,"Case Manager jobs in Louisville, KY",indeed.com,"https://www.indeed.com/q-case-manager-l-louisville,-ky-jobs.html",,,,,0
case management Louisville KY,organic,organic,2,2,"case management programs in Louisville, ky",findhelp.org,https://www.findhelp.org/care/case-management--louisville-ky,,,,,0
case management Louisville KY,organic,organic,3,3,Case Management,louisvillementalhealth.org,https://louisvillementalhealth.org/case-management/,,,,,1
case management Louisville KY,organic,organic,4,4,Targeted Case Management,bestlifelouisville.com,https://www.bestlifelouisville.com/case-management/,,,,,0
case management Louisville KY,organic,organic,5,5,"Tatyana Case Management: Caregivers in Louisville, KY",tatyanacasemanagement.com,https://tatyanacasemanagement.com/,,,,,0
case management Louisville KY,organic,organic,6,6,Case Management Services | Blue Sky,blueskyky.com,https://www.blueskyky.com/,,,,,0
case management Louisville KY,organic,organic,7,7,What is Case Management?,sevencounties.org,https://sevencounties.org/resources/blog/what-is-case-management/,,,,,0
case management Louisville KY,organic,organic,8,8,"Case Management Jobs, Employment in Louisville, KY",indeed.com,"https://www.indeed.com/q-case-management-l-louisville,-ky-jobs.html",,,,,0
case management Louisville KY,organic,organic,9,9,Developmental Disabilities | Aspire Case Management ...,aspireky.com,https://www.aspireky.com/,,,,,0
case management Louisville KY,organic,organic,10,10,"Alliance Community Services | Serving Louisville, KY",allianceky.com,https://allianceky.com/,,,,,0
case management Louisville KY,organic,organic,11,12,Case Management Services - City of Louisville,findhelp.org,https://www.findhelp.org/city-of-louisville---neighborhood-place--louisville-ky--case-management-services/3573015?postal=40201,,,,,0
case management Louisville KY,organic,organic,12,13,"Case Management | Louisville, KY | 502-653-7220",westendadultdayhealthcare.com,https://www.westendadultdayhealthcare.com/louisville/case-management,,,,,0
case management Louisville KY,organic,organic,13,14,Case Management,gatheringclub.com,https://gatheringclub.com/services/case-management/,,,,,0
case management Louisville KY,organic,organic,14,15,Ability! | SEEING ABILITY NOT DISABILITY,abilityky.com,https://abilityky.com/,,,,,0
case management Louisville KY,organic,organic,15,16,Case Manager,sevencounties.org,https://sevencounties.org/glossary/case-manager/,,,,,0
case management Louisville KY,organic,organic,16,17,"Louisville Independent Case Management, LLC",bbb.org,https://www.bbb.org/us/ky/hurstbourne-acres/profile/developmental-disability-services/louisville-independent-case-management-llc-0402-159143609,,,,,0
case management Louisville KY,organic,organic,17,18,"Kentucky Case Management, LLC",kycasemanagement.com,https://kycasemanagement.com/,,,,,0
case management Louisville KY,organic,organic,18,19,"Case Management Consulting, LLC",casemanagementllc.com,https://casemanagementllc.com/,,,,,0
case management Louisville KY,organic,organic,19,20,Louisville Independent Case Management,facebook.com,https://www.facebook.com/p/Louisville-Independent-Case-Management-100068441895962/,,,5,3,0
case management Louisville KY,organic,organic,20,21,ABI Case Management Inc.,abicm.org,https://www.abicm.org/,,,,,0
child therapy Louisville KY,organic_mobile,local_pack,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,+18555910092,12572663660737329637,4.6,605,0
child therapy Louisville KY,organic_mobile,local_pack,2,2,"The Child Within: Child and Adult Therapy Services, LLC",childwithintherapy.com,https://www.childwithintherapy.com/,+15026940830,15145377480964618027,,,0
